date,deaths,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,cases
2020-04-23 00:00:00,0.11624929885845994,-0.42304153733858174,-0.2330054719067434,-0.05257310604956083,-0.39248352671245823,-0.5497485916084714,0.5151702021010813,558.9333333333333
2020-04-24 00:00:00,0.207629952599031,-0.511434146149764,-0.30127661371492065,-0.19648568303496594,-0.4816270579673649,-0.4791034507392762,0.5787678167876454,684.3666666666667
2020-04-25 00:00:00,0.06563098733239135,-0.6395133263761156,-0.48736935649721047,-0.2871489229414239,-0.45777346801504964,-0.1023812099462484,0.19295700450726594,616.5222222222222
2020-04-26 00:00:00,0.12683533997088298,-0.6929415832824328,-0.6023102103845674,-0.2599674246292268,-0.5623751588822787,0.007529089816890887,0.061502371119330865,925.2222222222222
2020-04-27 00:00:00,0.01148399543551509,-0.36475212594558176,-0.2688407597135191,-0.08969678836580641,-0.3906203243922856,-0.4867753657325972,0.4823400749891711,723.7444444444444
2020-04-28 00:00:00,0.07500024211005309,-0.3505843522857314,-0.19602319289699935,-0.1209457844090306,-0.353711480228059,-0.4473648927403065,0.2941449965871148,548.1888888888889
2020-04-29 00:00:00,0.13809061356742466,-0.3297173345133189,-0.1525532533588392,-0.1943288916795257,-0.3550914640117207,-0.44089512933145625,0.4382923767981725,609.2777777777778
2020-04-30 00:00:00,0.15323960343520243,-0.188478252632398,0.19634666175241702,-0.10965412237783133,-0.2681937670811577,-0.41837848065587024,0.3607627362332421,680.8555555555556
2020-05-01 00:00:00,-0.1889207138996652,-0.7468089037482789,-0.8989059047626626,0.0022111756888067583,-0.7858810843488313,-1.24673253677043,1.1312820910187178,0.0
2020-05-02 00:00:00,-0.1889207138996652,-0.481305665399318,-0.020056990179776978,-0.08552219537320811,-0.3903370758253922,-0.047113983170650756,0.1246696763867789,0.24390243902439024
2020-05-03 00:00:00,-0.1830675520479688,-0.6430731789676541,-0.36833187697233294,0.2058388722349294,-0.48248611998756935,0.03887629631949441,-0.1483385445957053,36.3448275862069
2020-05-04 00:00:00,0.11314649370481876,-0.1346980001183976,-0.03504944766887999,-0.02753241868078698,-0.2549895001520222,-0.3161964432831247,0.278553313083137,806.9
2020-05-05 00:00:00,0.022495911765104508,-0.1305159969460387,0.015312559404801916,0.010132502547459538,-0.22128541272053673,-0.29090275370444435,0.3063988694869604,614.2888888888889
2020-05-13 00:00:00,0.10852270563272592,-0.007246296381146029,0.1327169929429137,-0.016152604223687094,-0.10533691412352755,-0.08518574866893938,0.18254500643684402,688.5333333333333
2020-05-14 00:00:00,0.0810841737838594,0.028647777901735078,0.16059883559552268,-0.009287848269310114,-0.11497202799830983,-0.10786325153704072,0.12448129752017496,699.4333333333333
2020-05-15 00:00:00,0.09568560980099455,-0.015533422428836537,0.152804728348545,-0.04854193925688261,-0.15595294624818024,-0.008668971821501363,0.17899742721113207,815.5666666666667
2020-05-16 00:00:00,0.08339606781990583,-0.08401079380165312,0.06571696556344082,-0.01728971209139678,-0.06953094375316794,0.44195471233658035,-0.13797028420611976,815.8333333333334
2020-05-17 00:00:00,0.0271196998371973,-0.2111694668424216,-0.24382040007434724,0.04106023484447647,-0.18662797197542946,0.5051328991696633,-0.2232191895355434,805.4777777777778
2020-05-18 00:00:00,-0.03347625963391368,0.2226320172015147,0.21951374415764985,0.15719403215892008,-0.014210347449338192,0.04716037868092868,0.05884732375668231,643.3
2020-05-19 00:00:00,-0.01595453641335149,0.2017738761757078,0.23997647107456502,0.18134374689600424,0.014471488342256216,0.03202574962984257,0.04491299726911676,723.2222222222222
2020-05-20 00:00:00,0.07907647633150333,0.2867145244731351,0.4346829549517503,0.2422871380562532,0.06184094634374788,0.01628512058636812,0.0023035936911629,810.4
2020-05-21 00:00:00,0.06271070012896433,0.13604216757223048,0.10299851013797874,0.4811056179664361,-0.033010727699590896,-0.31684300100884244,0.24530972671010218,887.1777777777778
2020-05-22 00:00:00,0.10256045259239575,0.2384561538271026,0.4158876770834356,0.23196711576800141,-0.023574813003798958,0.03348560485325143,0.09311278708627191,936.3
2020-05-23 00:00:00,0.05601837528777736,0.04146106747843313,0.1618924073342012,0.08645544332640226,0.013943190683430265,0.4393132085328731,-0.19915656868289341,918.0333333333333
2020-05-24 00:00:00,0.017324569842369117,-0.16231707454828292,-0.28264579790769556,-0.017842712642069814,-0.15846478366487513,0.4029896452388846,-0.27823377232415974,847.6666666666666
2020-05-25 00:00:00,-0.16574093422246325,0.20207311289076996,0.13304605163231195,0.13155023183836512,-0.050225589627980724,-0.289679244474186,0.09814152144446431,800.4
